OBJECTID,ROADWAY,ROAD_SIDE,LNCD,DESCR,BEGIN_POST,END_POST,Shape_Leng
13516,75000274,L,1,DESIGNATED,1.905,2.19,458.5526
13517,58010000,R,1,DESIGNATED,4.58,5.811,1989.17
13518,58010000,R,1,DESIGNATED,4.324,4.58,413.5904
13519,58010000,R,1,DESIGNATED,4.274,4.324,80.7936
13520,58010000,R,1,DESIGNATED,3.899,4.274,605.9465
13521,73030000,R,1,DESIGNATED,18.265,18.41,233.315
13522,75002000,R,1,DESIGNATED,6.781,6.874,149.6348
13523,75010000,L,1,DESIGNATED,0.316,4.095,6084.0409
13524,75000363,R,1,DESIGNATED,0.707,0.93,359.1593
13525,75000452,L,1,DESIGNATED,0.864,2.364,2422.7201
13526,75000453,R,1,DESIGNATED,0,0.207,333.5511
13527,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13528,89000062,R,1,DESIGNATED,0.084,0.374,468.7473
13529,89092000,L,1,DESIGNATED,1.666,3.166,2412.6498
13530,90000017,L,1,DESIGNATED,0,0.499,802.2176
13531,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13532,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13533,57000038,C,1,DESIGNATED,0.577,1.476,1449.0226
13534,57000036,C,1,DESIGNATED,0,0.496,804.5289
13535,57000035,C,1,DESIGNATED,0,0.225,362.0599
13536,73010000,R,1,DESIGNATED,0,0.21,337.9641
13537,73010000,L,1,DESIGNATED,6.974,8.99,3244.4756
13538,79190000,L,1,DESIGNATED,2.098,2.286,302.8736
13539,79190000,R,1,DESIGNATED,3.289,6.127,4571.8795
13540,70000417,L,1,DESIGNATED,0,0.208,334.9321
13541,72160000,L,1,DESIGNATED,6.163,9.902,6015.0391
13542,72170000,L,1,DESIGNATED,5.761,6.22,738.271
13543,79070001,L,1,DESIGNATED,0.684,0.887,330.6685
13544,79100000,R,1,DESIGNATED,25.504,30.17,7507.7874
13545,78520000,L,1,DESIGNATED,16.153,17.061,1461.3936
13546,78520000,R,1,DESIGNATED,13.16,14.1,1512.8527
13547,78005000,R,1,DESIGNATED,2.356,3.105,1205.6398
13548,78030000,R,1,DESIGNATED,2.019,18.886,27152.456
13549,77120000,R,1,DESIGNATED,2.887,3.077,305.5782
13550,78000009,L,1,DESIGNATED,2.305,2.86,892.9853
13551,87250000,L,1,DESIGNATED,0.612,0.691,127.0907
13552,87504503,L,1,DESIGNATED,2.386,2.463,124.0758
13553,88003000,L,1,DESIGNATED,0.639,1.973,2147.3212
13554,88010000,L,1,DESIGNATED,8.374,8.495,194.966
13555,86050100,R,1,DESIGNATED,0,0.88,1364.2576
13556,87062000,L,1,DESIGNATED,0.375,1.984,2586.0618
13557,87090000,L,1,DESIGNATED,0.036,1.005,1560.7281
13558,87090000,R,1,DESIGNATED,0.344,0.96,992.2218
13559,75080000,L,1,DESIGNATED,7.547,7.697,241.4372
13560,75080000,R,1,DESIGNATED,8.546,8.642,154.5257
13561,86000417,R,1,DESIGNATED,1.639,3.895,3660.4945
13562,86000445,L,1,DESIGNATED,0,0.692,1104.4929
13563,86014000,L,1,DESIGNATED,0.108,1.022,1470.5364
13564,86014000,L,1,DESIGNATED,3.383,6.14,4435.7246
13565,75000125,R,1,DESIGNATED,0.16,3.452,5296.9213
13566,75000236,L,1,DESIGNATED,3.1,3.96,1383.5907
13567,58010000,R,1,DESIGNATED,3.469,3.899,694.8732
13568,58010000,L,1,DESIGNATED,16.036,16.836,1292.6163
13569,58010000,L,1,DESIGNATED,15.856,16.036,290.8485
13570,58010000,L,1,DESIGNATED,12.801,13.281,775.6649
13571,58010000,L,1,DESIGNATED,11.596,11.689,150.3163
13572,74130000,R,1,DESIGNATED,3.182,3.267,136.8658
13573,75000457,R,1,DESIGNATED,0,1.022,1645.8061
13574,75050000,L,1,DESIGNATED,5.173,6.106,1502.2815
13575,75000404,R,1,DESIGNATED,0.648,0.806,254.8753
13576,75000442,R,1,DESIGNATED,0,1.095,1753.2249
13577,89000056,L,1,DESIGNATED,0.104,0.303,322.1462
13578,89000056,R,1,DESIGNATED,0.309,0.384,121.3601
13579,89040000,L,1,DESIGNATED,1.765,3.19,2294.0155
13580,89040000,R,1,DESIGNATED,1.765,3.195,2302.0675
13581,57000020,C,1,DESIGNATED,0,0.839,1353.5869
13582,56040000,R,1,DESIGNATED,25.666,26.182,831.4015
13583,55670500,R,1,DESIGNATED,0,1.906,3081.9757
13584,55670500,L,1,DESIGNATED,0,1.906,3081.9757
13585,55670000,R,1,DESIGNATED,0.66,0.847,318.3171
13586,73010000,L,1,DESIGNATED,0,6.877,11067.5857
13587,86000073,L,1,DESIGNATED,2.281,4.01,2778.4467
13588,86000092,L,1,DESIGNATED,0.344,0.454,176.6205
13589,60090000,L,1,DESIGNATED,6.086,6.747,1066.2289
13590,72100000,L,1,DESIGNATED,9.075,9.25,281.9085
13591,72120000,L,1,DESIGNATED,2.641,16.136,21743.1285
13592,79010000,R,1,DESIGNATED,27.484,27.79,492.2827
13593,79070000,L,1,DESIGNATED,7.82,7.878,93.1162
13594,78510000,R,1,DESIGNATED,7.795,7.845,80.435
13595,78511000,R,1,DESIGNATED,0,1.74,2800.3929
13596,78510000,L,1,DESIGNATED,6.743,6.84,156.2134
13597,78510000,L,1,DESIGNATED,7.6,7.961,580.9514
13598,77010000,L,1,DESIGNATED,0,0.758,1221.2556
13599,77080000,L,1,DESIGNATED,0,4.4,7069.4719
13600,87160000,L,1,DESIGNATED,8.04,8.598,895.9107
13601,87210000,R,1,DESIGNATED,1.015,1.704,1106.9445
13602,87504504,R,1,DESIGNATED,0.051,0.166,185.1857
13603,87504504,R,1,DESIGNATED,0.769,0.86,146.5245
13604,86040005,R,1,DESIGNATED,0.16,0.2,65.4868
13605,86050000,L,1,DESIGNATED,6.612,10.492,6246.2654
13606,87080001,R,1,DESIGNATED,2.036,2.077,64.9677
13607,87080001,R,1,DESIGNATED,2.72,2.774,85.5653
13608,75250003,R,1,DESIGNATED,0,0.524,839.1986
13609,75260000,L,1,DESIGNATED,2.272,4.772,4032.7683
13610,86000250,L,1,DESIGNATED,0,3.139,5051.4395
13611,86000284,R,1,DESIGNATED,0,0.039,63.8566
13612,86003000,R,1,DESIGNATED,0,0.34,547.7865
13613,86006000,L,1,DESIGNATED,4.886,4.951,104.4629
13614,86030000,L,1,DESIGNATED,2.079,2.314,379.0849
13615,75000319,L,1,DESIGNATED,0,1.105,1772.5013
13616,75000358,R,1,DESIGNATED,0,0.564,912.4745
13617,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13618,58010000,L,1,DESIGNATED,8.831,8.899,109.8742
13619,58010000,L,1,DESIGNATED,7.213,7.886,1087.5401
13620,58010000,L,1,DESIGNATED,5.246,7.073,2952.1357
13621,74110000,L,1,DESIGNATED,0.023,3.648,5860.8566
13622,74130000,L,1,DESIGNATED,0.807,3.126,3731.8357
13623,74040000,R,1,DESIGNATED,30.439,30.548,175.4455
13624,75040101,R,1,DESIGNATED,0,1.175,1833.4965
13625,75050000,L,1,DESIGNATED,3.16,4.074,1471.6482
13626,75000403,L,1,DESIGNATED,0.076,0.364,463.2487
13627,75000404,L,1,DESIGNATED,0,0.251,404.9977
13628,89000013,C,1,DESIGNATED,1.131,1.247,186.9665
13629,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13630,89015000,R,1,DESIGNATED,0,1.171,1897.6234
13631,55670000,L,1,DESIGNATED,0.66,0.847,318.3171
13632,55590002,R,1,DESIGNATED,0.138,0.148,16.1301
13633,55590002,R,1,DESIGNATED,0,0.103,166.3548
13634,55590000,R,1,DESIGNATED,2.009,2.111,164.349
13635,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13636,86000051,R,1,DESIGNATED,0,1.036,1666.4849
13637,60070000,L,1,DESIGNATED,1.463,1.512,78.1544
13638,60050000,L,1,DESIGNATED,6.949,7.024,121.0438
13639,70004000,L,1,DESIGNATED,1.927,2.254,527.1864
13640,70004000,R,1,DESIGNATED,0.703,0.789,138.6439
13641,72193000,R,1,DESIGNATED,7.894,9.026,1822.4867
13642,72710000,L,1,DESIGNATED,0,0.194,312.3893
13643,79010000,L,1,DESIGNATED,12.621,12.69,111.1058
13644,79150000,R,1,DESIGNATED,0.9,0.97,111.9287
13645,79160000,R,1,DESIGNATED,3.75,6.899,5066.7585
13646,78510000,R,1,DESIGNATED,6.676,6.786,177.0678
13647,79000009,L,1,DESIGNATED,4.756,5.448,1113.1485
13648,78060000,R,1,DESIGNATED,7.978,9.478,2415.7569
13649,78510000,L,1,DESIGNATED,4.923,5.892,1559.5811
13650,75521000,R,1,DESIGNATED,0,4.793,7706.6049
13651,76050000,L,1,DESIGNATED,8.927,15.19,10075.6547
13652,87150000,R,1,DESIGNATED,0,2.22,3565.0375
13653,87504504,L,1,DESIGNATED,0.557,0.653,154.5753
13654,87504504,L,1,DESIGNATED,1.15,1.224,119.1528
13655,88060000,L,1,DESIGNATED,23.095,26.175,4964.0688
13656,88060000,R,1,DESIGNATED,31.215,32.158,1519.8378
13657,86030000,R,1,DESIGNATED,4.089,4.18,146.8457
13658,86040000,R,1,DESIGNATED,1.685,1.735,80.4333
13659,87080000,R,1,DESIGNATED,3.72,4.03,498.9591
13660,87080001,R,1,DESIGNATED,1.338,1.392,85.74
13661,87140000,R,1,DESIGNATED,14.533,14.68,236.5779
13662,75190003,L,1,DESIGNATED,0,3.975,6407.2157
13663,75250000,L,1,DESIGNATED,3.082,4.812,2783.1684
13664,86000458,R,1,DESIGNATED,0.874,3.489,4208.7095
13665,86000492,L,1,DESIGNATED,1.483,2.25,1233.2601
13666,86015000,R,1,DESIGNATED,6.826,8.72,3046.1845
13667,86020000,R,1,DESIGNATED,8.97,11.803,4553.0192
13668,75000304,L,1,DESIGNATED,1.452,2.617,1874.2226
13669,75000313,L,1,DESIGNATED,2.562,2.684,196.5542
13670,58010000,L,1,DESIGNATED,3.876,4.575,1129.4043
13671,58005000,R,1,DESIGNATED,1.226,2.826,2576.9591
13672,58005000,L,1,DESIGNATED,1.226,2.826,2576.9591
13673,58001000,R,1,DESIGNATED,0,3.561,5743.873
13674,73030000,L,1,DESIGNATED,18.235,18.395,257.4501
13675,89000058,L,1,DESIGNATED,0.577,0.72,230.8586
13676,75006000,R,1,DESIGNATED,0,0.929,1494.5494
13677,75011002,L,1,DESIGNATED,36.655,36.781,201.4553
13678,75000381,L,1,DESIGNATED,5.162,6.218,1700.6396
13679,75000452,R,1,DESIGNATED,0.864,2.364,2422.7201
13680,89000062,L,1,DESIGNATED,0.084,0.374,468.7473
13681,89010000,L,1,DESIGNATED,20.88,21.018,222.1759
13682,90000015,R,1,DESIGNATED,0.005,0.334,529.5339
13683,55590000,R,1,DESIGNATED,0.75,0.941,307.2208
13684,55590000,R,1,DESIGNATED,0.288,0.75,742.9592
13685,55590000,L,1,DESIGNATED,2.918,3.032,183.3698
13686,55590000,L,1,DESIGNATED,2.111,2.368,413.0565
13687,73000030,L,1,DESIGNATED,0.006,1.3,2082.3379
13688,79190000,R,1,DESIGNATED,2.051,2.226,281.93
13689,79230000,R,1,DESIGNATED,0.08,2.251,3497.657
13690,70000056,R,1,DESIGNATED,1.398,2.062,1077.9439
13691,70002000,R,1,DESIGNATED,0.075,0.265,305.3993
13692,72160000,R,1,DESIGNATED,12.742,13.709,1555.6694
13693,72193000,L,1,DESIGNATED,0.46,5.84,8661.7979
13694,79100000,L,1,DESIGNATED,25.59,30.17,7369.4139
13695,79150000,L,1,DESIGNATED,0.511,0.896,615.8488
13696,78520000,R,1,DESIGNATED,12.823,13.16,542.3644
13697,78550000,L,1,DESIGNATED,1.455,1.516,98.1495
13698,78030000,L,1,DESIGNATED,3.126,18.886,25370.419
13699,78040000,R,1,DESIGNATED,9.747,13.787,6501.5471
13700,77120001,R,1,DESIGNATED,0.072,0.898,1311.5775
13701,78001000,R,1,DESIGNATED,0,7.151,11503.0703
13702,87504503,L,1,DESIGNATED,2.29,2.341,82.1801
13703,87504503,R,1,DESIGNATED,2.273,2.367,151.469
13704,88010000,L,1,DESIGNATED,1.854,4.024,3496.5623
13705,88010000,R,1,DESIGNATED,0,0.268,435.4741
13706,87060002,R,1,DESIGNATED,0.198,0.955,1189.8245
13707,87071502,R,1,DESIGNATED,0.169,0.611,711.1721
13708,87090000,R,1,DESIGNATED,0,0.22,354.3089
13709,87120000,L,1,DESIGNATED,6.443,9.797,5389.9334
13710,75080000,R,1,DESIGNATED,7.547,8.508,1546.7232
13711,75120000,R,1,DESIGNATED,0.202,2.2,3236.8699
13712,86000438,R,1,DESIGNATED,0,1.349,2176.7428
13713,86000452,L,1,DESIGNATED,0.58,1.128,883.8272
13714,86014000,L,1,DESIGNATED,2.001,2.328,526.1031
13715,86014000,R,1,DESIGNATED,3.407,6.155,4421.6068
13716,75000229,R,1,DESIGNATED,1.95,4.893,4738.8521
13717,75000264,R,1,DESIGNATED,0.704,1.183,769.1033
13718,58001000,L,1,DESIGNATED,0,3.507,5656.7895
13719,58000002,C,1,DESIGNATED,0.12,0.696,932.224
13720,57610011,C,1,DESIGNATED,0.417,0.879,745.4164
13721,57610011,C,1,DESIGNATED,0.056,0.341,459.9005
13722,74130001,R,1,DESIGNATED,0,1.127,1818.9023
13723,75000457,L,1,DESIGNATED,0,1.022,1645.8061
13724,75002000,R,1,DESIGNATED,5.536,5.89,569.9153
13725,75000442,L,1,DESIGNATED,0,1.043,1669.9721
13726,75000452,L,1,DESIGNATED,0.493,0.679,300.4152
13727,89000056,R,1,DESIGNATED,0.097,0.243,236.3817
13728,89000058,L,1,DESIGNATED,0.176,0.311,217.9897
13729,89040000,R,1,DESIGNATED,1.525,1.765,386.4173
13730,89090000,L,1,DESIGNATED,10.023,10.114,146.4184
13731,55590000,L,1,DESIGNATED,2.009,2.111,164.349
13732,55590000,L,1,DESIGNATED,0.75,0.941,307.2208
13733,55590000,L,1,DESIGNATED,0.288,0.75,742.9592
13734,55590000,C,1,DESIGNATED,2.368,2.918,884.6731
13735,55590000,C,1,DESIGNATED,1.675,2.009,537.1271
13736,72800000,R,1,DESIGNATED,1.876,3.452,2530.4041
13737,72800000,L,1,DESIGNATED,1.876,3.452,2530.4041
13738,79190000,L,1,DESIGNATED,1.554,2.029,765.2366
13739,86000092,C,1,DESIGNATED,0.454,0.764,497.7529
13740,72100000,R,1,DESIGNATED,10.315,12.701,3843.1564
13741,72160000,L,1,DESIGNATED,3.117,4.836,2765.2602
13742,79060000,L,1,DESIGNATED,19.001,19.615,987.7466
13743,79070000,R,1,DESIGNATED,20.005,26.765,10852.771
13744,78511000,L,1,DESIGNATED,0,1.748,2811.9378
13745,78520000,L,1,DESIGNATED,13.16,14.1,1512.8527
13746,78005000,R,1,DESIGNATED,0.095,0.198,165.8615
13747,78510000,L,1,DESIGNATED,7.361,7.45,143.2371
13748,77060000,R,1,DESIGNATED,1.932,6.23,6915.6836
13749,77120000,L,1,DESIGNATED,5.263,6.909,2647.5885
13750,87210000,L,1,DESIGNATED,0.968,1.533,907.6604
13751,87240000,R,1,DESIGNATED,11.278,13.302,3251.2685
13752,87504504,R,1,DESIGNATED,0.645,0.733,141.6939
13753,87504504,R,1,DESIGNATED,1.466,1.576,177.119
13754,86050000,L,1,DESIGNATED,2.497,5.229,4398.1903
13755,86050000,R,1,DESIGNATED,7.439,10.441,4832.8022
13756,87080001,R,1,DESIGNATED,2.669,2.693,38.0294
13757,87085000,L,1,DESIGNATED,4.197,4.245,77.2955
13758,75070000,R,1,DESIGNATED,3.799,5.941,3443.2838
13759,75260000,L,1,DESIGNATED,2.206,2.272,106.4475
13760,75260000,R,1,DESIGNATED,6.675,6.967,471.0617
13761,86000284,L,1,DESIGNATED,0,0.039,63.8566
13762,86000417,L,1,DESIGNATED,1.601,3.847,3644.2059
13763,86006000,L,1,DESIGNATED,2.975,3.299,520.9363
13764,86010000,R,1,DESIGNATED,1.023,1.045,35.3476
13765,75000358,L,1,DESIGNATED,0,0.564,912.4745
13766,74150500,R,1,DESIGNATED,0,1.228,1971.5439
13767,75000125,L,1,DESIGNATED,0.12,3.452,5361.2917
13768,75000358,L,1,DESIGNATED,0,0.564,912.4745
13769,75000358,L,1,DESIGNATED,0,0.564,912.4745
13770,75000358,L,1,DESIGNATED,0,0.564,912.4745
13771,57600000,R,1,DESIGNATED,0.946,1,86.9453
13772,74110000,R,1,DESIGNATED,3.691,5.693,3236.8834
13773,74130000,R,1,DESIGNATED,0.807,3.132,3741.4811
13774,74060000,L,1,DESIGNATED,0.093,0.308,345.5152
13775,75050000,L,1,DESIGNATED,1.979,3.093,1793.7423
13776,75050000,L,1,DESIGNATED,4.732,5.08,560.2511
13777,75000403,R,1,DESIGNATED,0.364,0.939,924.7506
13778,75000404,R,1,DESIGNATED,0.251,0.648,640.5718
13779,88070000,R,1,DESIGNATED,7.175,22.18,24148.6662
13780,89000013,R,1,DESIGNATED,1.247,1.361,183.7584
13781,89015000,L,1,DESIGNATED,0,1.171,1897.6234
13782,89040000,L,1,DESIGNATED,0.38,1.765,2229.817
13783,55590000,C,1,DESIGNATED,0.941,1.368,686.7572
13784,55580000,R,1,DESIGNATED,2.322,4.453,3435.2959
13785,94006000,L,1,DESIGNATED,0,0.587,967.9801
13786,94005000,R,1,DESIGNATED,3.09,5.76,4296.1323
13787,94005000,R,1,DESIGNATED,0,0.991,1596.0124
13788,94005000,L,1,DESIGNATED,3.015,5.733,4373.3138
13789,94005000,L,1,DESIGNATED,0,0.991,1596.0124
13790,93016000,R,1,DESIGNATED,3.831,5.135,2095.6563
13791,93016000,R,1,DESIGNATED,0,3.432,5515.4716
13792,93016000,L,1,DESIGNATED,3.798,5.13,2140.6099
13793,93016000,L,1,DESIGNATED,0.193,3.427,5197.2032
13794,93180000,L,1,DESIGNATED,0.113,0.94,1333.3442
13795,93170000,C,1,DESIGNATED,0.731,1.727,1602.5918
13796,93150000,R,1,DESIGNATED,2.029,10.829,14153.1649
13797,92000119,L,1,DESIGNATED,0.938,0.979,66.036
13798,92000119,L,1,DESIGNATED,0,0.794,1278.7896
13799,92000119,C,1,DESIGNATED,0.794,0.938,231.8752
13800,92000118,R,1,DESIGNATED,0,1.248,2010.31
13801,94003000,R,1,DESIGNATED,7.557,9.688,3429.7912
13802,94003000,L,1,DESIGNATED,7.457,9.398,3123.9927
13803,94000122,R,1,DESIGNATED,0,4.422,7103.8477
13804,94000122,L,1,DESIGNATED,0,4.422,7103.8477
13805,93012000,R,1,DESIGNATED,0.21,1.071,1377.3423
13806,93012000,L,1,DESIGNATED,0.152,1.071,1470.1149
13807,93010101,R,1,DESIGNATED,0,0.05,79.1094
13808,93010000,R,1,DESIGNATED,17.387,17.625,383.514
13809,93150000,R,1,DESIGNATED,0,0.191,303.265
13810,93150000,L,1,DESIGNATED,10.232,10.821,947.225
13811,93150000,L,1,DESIGNATED,2.034,9.047,11279.1452
13812,93150000,L,1,DESIGNATED,0,0.163,258.2277
13813,92000118,L,1,DESIGNATED,0,1.248,2010.31
13814,92000105,R,1,DESIGNATED,0,1.135,1818.8753
13815,92000105,L,1,DESIGNATED,0,1.135,1818.8753
13816,92000082,R,1,DESIGNATED,0,0.364,583.9954
13817,92000082,L,1,DESIGNATED,0,0.364,583.9954
13818,94030000,R,1,DESIGNATED,20.837,21.058,299.9657
13819,94030000,R,1,DESIGNATED,20.689,20.837,237.7234
13820,94000120,R,1,DESIGNATED,0,0.094,152.1124
13821,94000120,L,1,DESIGNATED,0,0.094,152.1124
13822,94000049,R,1,DESIGNATED,0,2.945,4740.1271
13823,93010000,R,1,DESIGNATED,15.125,17.387,3645.234
13824,93010000,R,1,DESIGNATED,10.806,15.125,6959.9971
13825,93010000,R,1,DESIGNATED,6.942,7.92,1576.0236
13826,93010000,R,1,DESIGNATED,4.837,6.759,3097.2253
13827,93010000,L,1,DESIGNATED,17.311,17.387,122.5273
13828,93140000,R,1,DESIGNATED,19.59,19.895,490.8485
13829,93130000,R,1,DESIGNATED,0.29,1.005,1147.275
13830,93130000,L,1,DESIGNATED,0.32,1.025,1131.1679
13831,93120000,R,1,DESIGNATED,20.874,21.239,586.3443
13832,93180000,L,1,DESIGNATED,7.283,7.581,480.5627
13833,92000081,R,1,DESIGNATED,0,0.249,395.9447
13834,92000074,C,1,DESIGNATED,0.152,0.303,242.8156
13835,92000070,R,1,DESIGNATED,0,1.594,2564.9515
13836,92000070,L,1,DESIGNATED,0,1.594,2564.9515
13837,94030000,L,1,DESIGNATED,21.478,21.568,198.3424
13838,94000049,L,1,DESIGNATED,0,2.945,4740.1271
13839,94000011,C,1,DESIGNATED,1.135,1.549,670.9452
13840,94000008,R,1,DESIGNATED,1.777,2.081,490.3998
13841,94000008,L,1,DESIGNATED,1.777,2.081,490.3998
13842,93010000,L,1,DESIGNATED,15.799,17.311,2436.5249
13843,93010000,L,1,DESIGNATED,15.731,15.799,109.5999
13844,93010000,L,1,DESIGNATED,15.09,15.731,1032.9614
13845,93120000,R,1,DESIGNATED,17.554,20.374,4529.6504
13846,93120000,R,1,DESIGNATED,15.434,16.579,1839.1056
13847,93120000,R,1,DESIGNATED,12.067,15.084,4846.0718
13848,93180000,L,1,DESIGNATED,1.768,1.821,85.4155
13849,92000048,R,1,DESIGNATED,0.249,0.818,915.6874
13850,92000048,L,1,DESIGNATED,0.249,0.818,915.6874
13851,92000048,C,1,DESIGNATED,0.062,0.249,300.8498
13852,92000044,R,1,DESIGNATED,2.149,2.274,201.1214
13853,93919000,R,1,DESIGNATED,0.449,1.3,1366.3044
13854,93919000,L,1,DESIGNATED,0.449,1.3,1366.3044
13855,93872000,R,1,DESIGNATED,0,0.469,752.7525
13856,93872000,L,1,DESIGNATED,0,0.469,752.7525
13857,93871000,R,1,DESIGNATED,1.035,2.093,1700.3642
13858,93010000,L,1,DESIGNATED,10.806,15.09,6903.6176
13859,93010000,L,1,DESIGNATED,6.933,7.92,1590.5444
13860,93010000,L,1,DESIGNATED,4.882,6.808,3103.6696
13861,93010000,L,1,DESIGNATED,0.605,0.703,157.9392
13862,94030000,R,1,DESIGNATED,21.354,21.478,156.6605
13863,93120000,R,1,DESIGNATED,8.962,11.437,3975.4788
13864,93120000,L,1,DESIGNATED,20.898,21.258,578.3396
13865,93120000,L,1,DESIGNATED,17.603,20.373,4449.3365
13866,93120000,L,1,DESIGNATED,15.553,16.563,1622.3323
13867,92000044,R,1,DESIGNATED,1.767,2.103,540.6189
13868,92000044,R,1,DESIGNATED,0.528,1.715,1909.8971
13869,92000044,L,1,DESIGNATED,2.132,2.274,228.4738
13870,92000044,L,1,DESIGNATED,1.724,2.101,606.5757
13871,94030000,L,1,DESIGNATED,21.354,21.478,156.6605
13872,94030000,L,1,DESIGNATED,21.258,21.354,139.3268
13873,93871000,L,1,DESIGNATED,1.035,2.093,1700.3642
13874,93870100,C,1,DESIGNATED,0.926,1.54,988.1204
13875,93870100,C,1,DESIGNATED,0,0.857,1379.1401
13876,93870000,R,1,DESIGNATED,0,1.966,3186.8768
13877,94030000,L,1,DESIGNATED,21.258,21.354,139.3268
13878,94030000,L,1,DESIGNATED,21.258,21.354,139.3268
13879,93005000,R,1,DESIGNATED,1.55,2.78,1980.1535
13880,93005000,R,1,DESIGNATED,0,1.475,2374.6601
13881,93120000,L,1,DESIGNATED,12.073,15.003,4706.3968
13882,93120000,L,1,DESIGNATED,8.698,11.403,4344.9503
13883,93100000,R,1,DESIGNATED,11.9,12.543,1034.7817
13884,93100000,L,1,DESIGNATED,11.877,12.543,1071.7878
13885,92000044,L,1,DESIGNATED,1.248,1.673,683.8592
13886,92000044,L,1,DESIGNATED,1.198,1.219,33.7796
13887,92000044,L,1,DESIGNATED,0.528,1.17,1033.005
13888,92000040,R,1,DESIGNATED,1.978,2.235,413.1073
13889,92000040,L,1,DESIGNATED,1.978,2.235,413.1073
13890,94030000,L,1,DESIGNATED,21.058,21.258,376.3964
13891,94030000,L,1,DESIGNATED,20.837,21.058,299.9657
13892,93310000,R,1,DESIGNATED,20.588,23.046,3944.2009
13893,93310000,L,1,DESIGNATED,20.588,23.046,3944.2009
13894,93280000,R,1,DESIGNATED,9.42,9.755,539.8077
13895,93005000,L,1,DESIGNATED,0,2.78,4475.5506
13896,93004000,R,1,DESIGNATED,6.4,7.142,1194.5389
13897,93004000,R,1,DESIGNATED,0,1.865,3002.61
13898,93004000,L,1,DESIGNATED,6.38,7.142,1226.8077
13899,93070000,R,1,DESIGNATED,23.407,24.491,1742.6026
13900,93070000,R,1,DESIGNATED,20.359,23.335,4784.04
13901,93070000,L,1,DESIGNATED,21.886,24.491,4187.5773
13902,93180000,L,1,DESIGNATED,1.042,1.7,1060.9342
13903,93180000,L,1,DESIGNATED,5.744,7.159,2281.4855
13904,91020000,R,1,DESIGNATED,3.685,5.524,2963.0938
13905,91020000,L,1,DESIGNATED,3.678,5.444,2845.5174
13906,91010000,C,1,DESIGNATED,2.507,3.077,908.2149
13907,90620001,R,1,DESIGNATED,0,1.558,2508.4491
13908,93280000,R,1,DESIGNATED,7.69,7.96,434.9198
13909,93280000,L,1,DESIGNATED,9.377,9.755,609.0152
13910,93280000,L,1,DESIGNATED,7.883,7.988,169.1513
13911,93280000,L,1,DESIGNATED,7.588,7.883,475.299
13912,93270001,R,1,DESIGNATED,0.083,4.423,6979.2089
13913,93004000,L,1,DESIGNATED,0,1.865,3002.61
13914,93001000,R,1,DESIGNATED,6.56,6.963,647.7348
13915,93001000,L,1,DESIGNATED,6.692,7.037,554.5727
13916,93000297,R,1,DESIGNATED,0,0.507,817.8875
13917,94030000,R,1,DESIGNATED,21.258,21.354,139.3268
13918,93070000,L,1,DESIGNATED,20.359,21.672,2110.6745
13919,93060000,R,1,DESIGNATED,8.176,8.417,388.4347
13920,93060000,R,1,DESIGNATED,3.716,4.888,1889.0076
13921,90620001,L,1,DESIGNATED,0,1.558,2508.4491
13922,90590000,R,1,DESIGNATED,0,0.447,719.3595
13923,90590000,L,1,DESIGNATED,0,0.447,719.3595
13924,90550006,R,1,DESIGNATED,0,0.645,1038.33
13925,94030000,L,1,DESIGNATED,20.689,20.837,237.7234
13926,93270001,L,1,DESIGNATED,1.002,4.423,5501.2723
13927,93270001,L,1,DESIGNATED,0.105,0.915,1302.6534
13928,93270000,R,1,DESIGNATED,0,2.008,3220.6894
13929,93270000,L,1,DESIGNATED,0.148,2.008,2983.3308
13930,93000293,R,1,DESIGNATED,0,0.676,1082.5936
13931,93000293,L,1,DESIGNATED,0,0.851,1362.9036
13932,93000232,R,1,DESIGNATED,0,1.023,1654.7335
13933,93000232,L,1,DESIGNATED,0,1.023,1654.7335
13934,93060000,R,1,DESIGNATED,3.228,3.538,499.6585
13935,93060000,R,1,DESIGNATED,2.8,2.981,291.687
13936,93060000,R,1,DESIGNATED,2.287,2.415,206.3158
13937,93060000,R,1,DESIGNATED,1.366,2.162,1282.9578
13938,90550006,L,1,DESIGNATED,0,0.645,1038.33
13939,90520000,R,1,DESIGNATED,0.026,10.788,17329.5842
13940,90520000,L,1,DESIGNATED,0.141,10.845,17236.1324
13941,90504014,R,1,DESIGNATED,0,0.318,511.3981
13942,90504014,L,1,DESIGNATED,0,0.318,511.3981
13943,90060001,R,1,DESIGNATED,2.587,3.026,722.1155
13944,94010000,R,1,DESIGNATED,15.1,20.885,9293.2067
13945,94010000,R,1,DESIGNATED,10.752,11.44,1105.2592
13946,93270000,L,1,DESIGNATED,0,0.148,237.3587
13947,93210000,R,1,DESIGNATED,6.4,24.285,28741.0863
13948,93210000,R,1,DESIGNATED,6.145,6.4,409.8243
13949,93000231,R,1,DESIGNATED,0,1.047,1685.3848
13950,93000231,L,1,DESIGNATED,0,1.047,1685.3848
13951,93000188,L,1,DESIGNATED,1.122,1.71,949.2663
